Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Reactome_2022,SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678,4/47,0.9989392194320436,0.999996464736758,0,0,0.2808875063246069,0.0002981181554337645,RPS14;RPS7;RPS6;RPS3
Reactome_2022,APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409,1/26,0.9994041114727066,0.999996464736758,0,0,0.1208536339842963,7.203675904431118e-05,UBE2C
Reactome_2022,Signaling By ALK R-HSA-201556,1/26,0.9994041114727066,0.999996464736758,0,0,0.1208536339842963,7.203675904431118e-05,MYC
Reactome_2022,"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",4/50,0.9994620097333256,0.999996464736758,0,0,0.2625162036226044,0.0001412691665198262,RPS14;RPS7;RPS6;RPS3
Reactome_2022,Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854,2/36,0.9995581300781576,0.999996464736758,0,0,0.1776551135959821,7.851779976438172e-05,CCNB1;CDK1
Reactome_2022,"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",5/58,0.9995933607048756,0.999996464736758,0,0,0.2847296408517368,0.00011580580764909084,RPS14;RPS7;RPS6;EIF4EBP1;RPS3
Reactome_2022,SUMOylation Of DNA Replication Proteins R-HSA-4615885,3/45,0.9996747377113476,0.999996464736758,0,0,0.2156524241116386,7.015501102829146e-05,TOP2A;BIRC5;AURKA
Reactome_2022,Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652,1/30,0.9998083033274436,0.999996464736758,0,0,0.1041563977423408,1.996834886683588e-05,UBE2C
Reactome_2022,Pyruvate Metabolism R-HSA-70268,1/31,0.9998552855053908,0.999996464736758,0,0,0.1006778068586,1.4570592251291042e-05,LDHA
Reactome_2022,TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312,3/49,0.9998763212362765,0.999996464736758,0,0,0.1968474977013004,2.4347360814550474e-05,CCNB1;CDK1;AURKA
Reactome_2022,MTOR Signaling R-HSA-165159,2/41,0.9998785084661552,0.999996464736758,0,0,0.1548271838243646,1.881133477576929e-05,RPS6;EIF4EBP1
Reactome_2022,Translation Initiation Complex Formation R-HSA-72649,4/57,0.9998915761492716,0.999996464736758,0,0,0.2277378255515181,2.4693550711903467e-05,RPS14;RPS7;RPS6;RPS3
Reactome_2022,Ribosomal Scanning And Start Codon Recognition R-HSA-72702,4/57,0.9998915761492716,0.999996464736758,0,0,0.2277378255515181,2.4693550711903467e-05,RPS14;RPS7;RPS6;RPS3
Reactome_2022,Condensation Of Prophase Chromosomes R-HSA-2299718,2/43,0.999927032590634,0.999996464736758,0,0,0.1472549924854866,1.0745207347634428e-05,CCNB1;CDK1
Reactome_2022,Transcriptional Regulation By E2F6 R-HSA-8953750,1/34,0.9999369769353986,0.999996464736758,0,0,0.0915069763469199,5.7672318180091366e-06,RRM2
Reactome_2022,Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139,1/36,0.9999631378200636,0.999996464736758,0,0,0.086266501768817,3.180029922461013e-06,UBE2C
Reactome_2022,Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260,1/36,0.9999631378200636,0.999996464736758,0,0,0.086266501768817,3.180029922461013e-06,MYC
Reactome_2022,Regulation Of TP53 Degradation R-HSA-6804757,1/36,0.9999631378200636,0.999996464736758,0,0,0.086266501768817,3.180029922461013e-06,CDK1
Reactome_2022,SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796,1/36,0.9999631378200636,0.999996464736758,0,0,0.086266501768817,3.180029922461013e-06,MYC
Reactome_2022,Regulation Of TP53 Expression And Degradation R-HSA-6806003,1/37,0.9999715574983234,0.999996464736758,0,0,0.0838646175871865,2.3853534491974147e-06,CDK1
Reactome_2022,Diseases Of Mitotic Cell Cycle R-HSA-9675126,1/38,0.9999778749918036,0.999996464736758,0,0,0.0815925649829414,1.805256139751268e-06,UBE2C
Reactome_2022,Peptide Chain Elongation R-HSA-156902,7/86,0.9999796925822176,0.999996464736758,0,0,0.2670730431543252,5.4236189358053824e-06,RPL5;RPS14;RPL3;RPS7;RPS6;RPL11;RPS3
Reactome_2022,Ovarian Tumor Domain Proteases R-HSA-5689896,1/39,0.9999826135841215,0.999996464736758,0,0,0.0794400940947093,1.3811905203650787e-06,CDK1
Reactome_2022,Transcriptional Regulation By VENTX R-HSA-8853884,1/39,0.9999826135841215,0.999996464736758,0,0,0.0794400940947093,1.3811905203650787e-06,UBE2C
Reactome_2022,rRNA Modification In Nucleus And Cytosol R-HSA-6790901,3/60,0.9999888932418872,0.999996464736758,0,0,0.1587427783961414,1.763127433129306e-06,RPS14;RPS7;RPS6
Reactome_2022,Viral mRNA Translation R-HSA-192823,7/90,0.999989168861088,0.999996464736758,0,0,0.254134052841076,2.752576135409025e-06,RPL5;RPS14;RPL3;RPS7;RPS6;RPL11;RPS3
Reactome_2022,Selenocysteine Synthesis R-HSA-2408557,7/90,0.999989168861088,0.999996464736758,0,0,0.254134052841076,2.752576135409025e-06,RPL5;RPS14;RPL3;RPS7;RPS6;RPL11;RPS3
Reactome_2022,Eukaryotic Translation Elongation R-HSA-156842,7/90,0.999989168861088,0.999996464736758,0,0,0.254134052841076,2.752576135409025e-06,RPL5;RPS14;RPL3;RPS7;RPS6;RPL11;RPS3
Reactome_2022,Eukaryotic Translation Termination R-HSA-72764,7/90,0.999989168861088,0.999996464736758,0,0,0.254134052841076,2.752576135409025e-06,RPL5;RPS14;RPL3;RPS7;RPS6;RPL11;RPS3
Reactome_2022,Signal Transduction R-HSA-162582,6/2465,0.999990450340488,0.999996464736758,0,0,0.0061826530677475,5.904251359585651e-08,CENPF;MYC;RPS6;EIF4EBP1;CDK1;BIRC5
Reactome_2022,Metabolism R-HSA-1430728,16/2049,0.9999907873838576,0.999996464736758,0,0,0.0206591244466305,1.903254600661301e-07,RPL5;RRM2;RPL3;RPS7;RPL11;RPS6;ENO1;TYMS;DHFR;RPS14;LDHA;PKM;MTHFD2;PGK1;RPS3;TK1
Reactome_2022,Kinesins R-HSA-983189,1/42,0.999990820672569,0.999996464736758,0,0,0.0736126729094953,6.757179290340346e-07,KIF20A
Reactome_2022,Immune System R-HSA-168256,5/1943,0.9999908849596522,0.999996464736758,0,0,0.0068068204195047,6.204472553480598e-08,PKM;UBE2C;MYC;BIRC5;KIF20A
Reactome_2022,Metabolism Of Proteins R-HSA-392499,14/1890,0.9999909356747032,0.999996464736758,0,0,0.0198181478557957,1.7963895309904798e-07,TOP2A;RPL5;RPL3;RPS7;UBE2C;RPL11;RPS6;AURKA;RPS14;MYC;EIF4EBP1;RPS3;CDK1;BIRC5
Reactome_2022,Disease R-HSA-1643685,11/1736,0.9999910919032676,0.999996464736758,0,0,0.0171184651773366,1.5249362292257145e-07,RPS14;RPL5;RPL3;RPS7;UBE2C;MYC;RPL11;RPS6;PGK1;RPS3;ENO1
Reactome_2022,Gene Expression (Transcription) R-HSA-74160,7/1449,0.9999914244386032,0.999996464736758,0,0,0.0132978983645248,1.1403743284270967e-07,CCNB1;RRM2;UBE2C;MYC;CDK1;BIRC5;AURKA
Reactome_2022,Post-translational Protein Modification R-HSA-597592,6/1383,0.999991510122911,0.999996464736758,0,0,0.011990913074442,1.0180181033009103e-07,TOP2A;UBE2C;MYC;CDK1;BIRC5;AURKA
Reactome_2022,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,7/92,0.9999915693287712,0.999996464736758,0,0,0.2481212279308014,2.091837315351536e-06,RPL5;RPS14;RPL3;RPS7;RPS6;RPL11;RPS3
Reactome_2022,RNA Polymerase II Transcription R-HSA-73857,7/1312,0.9999916069426046,0.999996464736758,0,0,0.0148420515268133,1.245707130955874e-07,CCNB1;RRM2;UBE2C;MYC;CDK1;BIRC5;AURKA
Reactome_2022,Nuclear Envelope Breakdown R-HSA-2980766,2/53,0.9999917823801022,0.999996464736758,0,0,0.1183024961897767,9.721689411086623e-07,CCNB1;CDK1
Reactome_2022,Generic Transcription Pathway R-HSA-212436,7/1190,0.9999917857892572,0.999996464736758,0,0,0.0165181910022435,1.3568445925369064e-07,CCNB1;RRM2;UBE2C;MYC;CDK1;BIRC5;AURKA
Reactome_2022,Developmental Biology R-HSA-1266738,8/1073,0.999991974364558,0.999996464736758,0,0,0.0211525064364682,1.6976298657482097e-07,RPL5;RPS14;RPL3;RPS7;MYC;RPL11;RPS6;RPS3
Reactome_2022,Innate Immune System R-HSA-168249,1/1035,0.999992039855645,0.999996464736758,0,0,0.0027255320317188,2.169571476728756e-08,PKM
Reactome_2022,Infectious Disease R-HSA-5663205,9/961,0.9999921740963216,0.999996464736758,0,0,0.0268419527520627,2.1006335875038217e-07,RPL5;RPS14;RPL3;RPS7;RPL11;RPS6;PGK1;RPS3;ENO1
Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,9/736,0.9999926514702732,0.999996464736758,0,0,0.0357109869013947,2.624242130328347e-07,RPL5;RPS14;RPL3;RPS7;UBE2C;MYC;RPL11;RPS6;RPS3
Reactome_2022,Adaptive Immune System R-HSA-1280218,2/733,0.9999926586918038,0.999996464736758,0,0,0.0078790219456738,5.78425407083516e-08,UBE2C;KIF20A
Reactome_2022,Cellular Responses To Stress R-HSA-2262752,9/722,0.99999268545044,0.999996464736758,0,0,0.0364478202324983,2.666003624781771e-07,RPL5;RPS14;RPL3;RPS7;UBE2C;MYC;RPL11;RPS6;RPS3
Reactome_2022,Cytokine Signaling In Immune System R-HSA-1280215,2/702,0.99999273504422,0.999996464736758,0,0,0.0082457856279845,5.990548556396947e-08,MYC;BIRC5
Reactome_2022,Metabolism Of RNA R-HSA-8953854,8/666,0.999992827612061,0.999996464736758,0,0,0.0352338464555348,2.527117216370842e-07,RPL5;RPS14;RPL3;RPS7;MYC;RPL11;RPS6;RPS3
Reactome_2022,"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",2/660,0.9999928434871213,0.999996464736758,0,0,0.00879781909079,6.29619309233108e-08,CENPF;BIRC5
Reactome_2022,Cell Cycle R-HSA-1640170,13/654,0.9999928594843044,0.999996464736758,0,0,0.0589023520577553,4.2059467101019085e-07,TOP2A;RRM2;UBE2C;TYMS;AURKA;DHFR;CENPF;CCNB1;MYC;CDK1;BIRC5;TK1;KIF20A
Reactome_2022,Signaling By Rho GTPases R-HSA-194315,2/644,0.999992886518497,0.999996464736758,0,0,0.0090271164792865,6.421445449483297e-08,CENPF;BIRC5
Reactome_2022,Vesicle-mediated Transport R-HSA-5653656,1/637,0.9999929056351944,0.999996464736758,0,0,0.004557121023915,3.2329993688019465e-08,KIF20A
Reactome_2022,Membrane Trafficking R-HSA-199991,1/599,0.9999930129598972,0.999996464736758,0,0,0.0048594974322165,3.3953622056803174e-08,KIF20A
Reactome_2022,Hemostasis R-HSA-109582,1/576,0.9999930808779164,0.999996464736758,0,0,0.0050619304803004,3.5024236140593684e-08,KIF20A
Reactome_2022,Nervous System Development R-HSA-9675108,7/545,0.999993176592798,0.999996464736758,0,0,0.0380132318328314,2.593806447875859e-07,RPL5;RPS14;RPL3;RPS7;RPL11;RPS6;RPS3
Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",13/523,0.9999932473949914,0.999996464736758,0,0,0.074706080212105,5.044623546323777e-07,TOP2A;RRM2;UBE2C;TYMS;AURKA;DHFR;CENPF;CCNB1;MYC;CDK1;BIRC5;TK1;KIF20A
Reactome_2022,Axon Guidance R-HSA-422475,7/519,0.999993260603442,0.999996464736758,0,0,0.040015243902439,2.6967950576045365e-07,RPL5;RPS14;RPL3;RPS7;RPL11;RPS6;RPS3
Reactome_2022,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,1/496,0.9999933380326816,0.999996464736758,0,0,0.0059125582379055,3.93894009543965e-08,MYC
Reactome_2022,TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008,1/44,0.9999934239551151,0.999996464736758,0,0,0.0701794635290592,4.6150481960193307e-07,BIRC5
Reactome_2022,Neutrophil Degranulation R-HSA-6798695,1/468,0.9999934370027384,0.999996464736758,0,0,0.00627912962167,4.121004574342178e-08,PKM
Reactome_2022,Signaling By Interleukins R-HSA-449147,2/453,0.9999934922838506,0.999996464736758,0,0,0.0130206914781043,8.47352399252426e-08,MYC;BIRC5
Reactome_2022,Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,2/424,0.9999936037501104,0.999996464736758,0,0,0.0139431546840792,8.918418683004509e-08,MYC;RPS6
Reactome_2022,M Phase R-HSA-68886,6/380,0.9999937864086476,0.999996464736758,0,0,0.0473911890797871,2.944703975032545e-07,CENPF;CCNB1;UBE2C;CDK1;BIRC5;KIF20A
Reactome_2022,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,1/378,0.9999937951706388,0.999996464736758,0,0,0.0078261886541358,4.856031580099985e-08,UBE2C
Reactome_2022,SARS-CoV Infections R-HSA-9679506,4/369,0.9999938350035984,0.999996464736758,0,0,0.0323799852085701,1.9962310763329806e-07,RPS14;RPS7;RPS6;RPS3
Reactome_2022,Metabolism Of Amino Acids And Derivatives R-HSA-71291,7/364,0.999993857611286,0.999996464736758,0,0,0.0580014307678322,3.56268427914438e-07,RPL5;RPS14;RPL3;RPS7;RPL11;RPS6;RPS3
Reactome_2022,Transcriptional Regulation By TP53 R-HSA-3700989,4/354,0.9999939033797156,0.999996464736758,0,0,0.0338022332220559,2.06080008911948e-07,CCNB1;CDK1;BIRC5;AURKA
Reactome_2022,MAPK Family Signaling Cascades R-HSA-5683057,2/318,0.999994078450816,0.999996464736758,0,0,0.0187553847173437,1.1106126189620305e-07,MYC;CDK1
Reactome_2022,Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,1/307,0.9999941354362166,0.999996464736758,0,0,0.0096887825662444,5.682064995732177e-08,UBE2C
Reactome_2022,Signaling By WNT R-HSA-195721,1/294,0.999994205161496,0.999996464736758,0,0,0.0101275929668233,5.868793572006212e-08,MYC
Reactome_2022,Metabolism Of Carbohydrates R-HSA-71387,3/285,0.999994255010549,0.999996464736758,0,0,0.0316042081806689,1.815663641556805e-07,PKM;PGK1;ENO1
Reactome_2022,SARS-CoV-2 Infection R-HSA-9694516,4/283,0.9999942662247976,0.999996464736758,0,0,0.0426092958909885,2.443128245852484e-07,RPS14;RPS7;RPS6;RPS3
Reactome_2022,Translation R-HSA-72766,8/281,0.9999942775963436,0.999996464736758,0,0,0.0871972113907597,4.989790689787831e-07,RPL5;RPS14;RPL3;RPS7;RPL11;RPS6;RPS3;EIF4EBP1
Reactome_2022,Deubiquitination R-HSA-5688426,2/279,0.9999942889797336,0.999996464736758,0,0,0.0214527378229723,1.225173703259035e-07,MYC;CDK1
Reactome_2022,MAPK1/MAPK3 Signaling R-HSA-5684996,1/277,0.9999943004504726,0.999996464736758,0,0,0.0107637946679971,6.134895564441546e-08,CDK1
Reactome_2022,Organelle Biogenesis And Maintenance R-HSA-1852241,1/275,0.999994311997902,0.999996464736758,0,0,0.0108438320653539,6.167991495712084e-08,CDK1
Reactome_2022,Cell Cycle Checkpoints R-HSA-69620,5/271,0.9999943352794276,0.999996464736758,0,0,0.0559251241139318,3.168010983714695e-07,CENPF;CCNB1;UBE2C;CDK1;BIRC5
Reactome_2022,RHO GTPase Effectors R-HSA-195258,2/269,0.999994347049278,0.999996464736758,0,0,0.0222712949932198,1.2589888896153277e-07,CENPF;BIRC5
Reactome_2022,Signaling By Nuclear Receptors R-HSA-9006931,1/260,0.9999944009933196,0.999996464736758,0,0,0.0114835131948077,6.429644709176575e-08,MYC
Reactome_2022,Neddylation R-HSA-8951664,1/237,0.9999945464168642,0.999996464736758,0,0,0.0126222901659426,6.883689648757398e-08,BIRC5
Reactome_2022,Mitotic Metaphase And Anaphase R-HSA-2555396,5/233,0.9999945729980646,0.999996464736758,0,0,0.0654138873276279,3.550022564288192e-07,CENPF;CCNB1;UBE2C;CDK1;BIRC5
Reactome_2022,Mitotic Anaphase R-HSA-68882,5/232,0.9999945796316548,0.999996464736758,0,0,0.0657064923606494,3.561543565156164e-07,CENPF;CCNB1;UBE2C;CDK1;BIRC5
Reactome_2022,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,7/98,0.9999947065990622,0.999996464736758,0,0,0.2316685531763137,1.2263177823410474e-06,RPL5;RPS14;RPL3;RPS7;RPS6;RPL11;RPS3
Reactome_2022,Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,7/98,0.9999947065990622,0.999996464736758,0,0,0.2316685531763137,1.2263177823410474e-06,RPL5;RPS14;RPL3;RPS7;RPS6;RPL11;RPS3
Reactome_2022,Signaling By ROBO Receptors R-HSA-376176,7/209,0.9999947411126848,0.999996464736758,0,0,0.1035901816345714,5.447705246077496e-07,RPL5;RPS14;RPL3;RPS7;RPL11;RPS6;RPS3
Reactome_2022,Signaling By NOTCH R-HSA-157118,1/203,0.9999947856697166,0.999996464736758,0,0,0.0147807210759328,7.7071762456346e-08,MYC
Reactome_2022,Ub-specific Processing Proteases R-HSA-5689880,1/201,0.9999948007981476,0.999996464736758,0,0,0.0149305415743909,7.762710121026078e-08,MYC
Reactome_2022,rRNA Processing R-HSA-72312,7/199,0.9999948160739128,0.999996464736758,0,0,0.1090589934824968,5.653552267477675e-07,RPL5;RPS14;RPL3;RPS7;RPL11;RPS6;RPS3
Reactome_2022,TCF Dependent Signaling In Response To WNT R-HSA-201681,1/198,0.9999948237151952,0.999996464736758,0,0,0.0151609761481616,7.847773357486778e-08,MYC
Reactome_2022,SARS-CoV-2-host Interactions R-HSA-9705683,4/196,0.9999948391702228,0.999996464736758,0,0,0.0622817620198764,3.214264014294791e-07,RPS14;RPS7;RPS6;RPS3
Reactome_2022,rRNA Processing In Nucleus And Cytosol R-HSA-8868773,7/189,0.9999948943392992,0.999996464736758,0,0,0.115128773665359,5.878099558122592e-07,RPL5;RPS14;RPL3;RPS7;RPS6;RPL11;RPS3
