Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Protein Neddylation (GO:2000434),2/18,0.959353726332718,0.999996465739109,0,0,0.3779701973419251,0.0156840332046173,RPL5;RPL11
GO_Biological_Process_2023,Positive Regulation Of Chromosome Segregation (GO:0051984),2/18,0.959353726332718,0.999996465739109,0,0,0.3779701973419251,0.0156840332046173,CCNB1;CDK1
GO_Biological_Process_2023,Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),2/18,0.959353726332718,0.999996465739109,0,0,0.3779701973419251,0.0156840332046173,CENPF;AURKA
GO_Biological_Process_2023,Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051),3/25,0.9667160208088378,0.999996465739109,0,0,0.4122493820379017,0.0139548464574975,RPL5;RPS7;RPL11
GO_Biological_Process_2023,DNA Conformation Change (GO:0071103),1/12,0.9675370124002978,0.999996465739109,0,0,0.2749235865805223,0.0090729179871976,TOP2A
GO_Biological_Process_2023,Folic Acid Metabolic Process (GO:0046655),1/12,0.9675370124002978,0.999996465739109,0,0,0.2749235865805223,0.0090729179871976,MTHFD2
GO_Biological_Process_2023,Negative Regulation Of Translational Initiation (GO:0045947),1/13,0.9756051699273957,0.999996465739109,0,0,0.2519965103013221,0.0062236367971296,EIF4EBP1
GO_Biological_Process_2023,Killing By Host Of Symbiont Cells (GO:0051873),1/13,0.9756051699273957,0.999996465739109,0,0,0.2519965103013221,0.0062236367971296,GAPDH
GO_Biological_Process_2023,Positive Regulation Of T Cell Receptor Signaling Pathway (GO:0050862),1/13,0.9756051699273957,0.999996465739109,0,0,0.2519965103013221,0.0062236367971296,RPS3
GO_Biological_Process_2023,Positive Regulation Of Chromosome Separation (GO:1905820),1/13,0.9756051699273957,0.999996465739109,0,0,0.2519965103013221,0.0062236367971296,BIRC5
GO_Biological_Process_2023,Positive Regulation Of Mitotic Cell Cycle (GO:0045931),3/27,0.9784217814021752,0.999996465739109,0,0,0.3778449144008056,0.0082424724146062,CCNB1;EIF4EBP1;AURKA
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798),2/21,0.9802935468121176,0.999996465739109,0,0,0.3182271021896263,0.0063337423085018,RPS7;MYC
GO_Biological_Process_2023,Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971),2/21,0.9802935468121176,0.999996465739109,0,0,0.3182271021896263,0.0063337423085018,CCNB1;CDK1
GO_Biological_Process_2023,Establishment Of Chromosome Localization (GO:0051303),1/14,0.9816682785344256,0.999996465739109,0,0,0.2325966765266141,0.0043034640735413,CENPF
GO_Biological_Process_2023,Regulation Of Exit From Mitosis (GO:0007096),1/14,0.9816682785344256,0.999996465739109,0,0,0.2325966765266141,0.0043034640735413,UBE2C
GO_Biological_Process_2023,Regulation Of ATP Biosynthetic Process (GO:2001169),1/14,0.9816682785344256,0.999996465739109,0,0,0.2325966765266141,0.0043034640735413,ENO1
GO_Biological_Process_2023,Centromere Complex Assembly (GO:0034508),1/14,0.9816682785344256,0.999996465739109,0,0,0.2325966765266141,0.0043034640735413,CENPF
GO_Biological_Process_2023,Resolution Of Meiotic Recombination Intermediates (GO:0000712),1/14,0.9816682785344256,0.999996465739109,0,0,0.2325966765266141,0.0043034640735413,TOP2A
GO_Biological_Process_2023,Positive Regulation Of Cytoplasmic Translation (GO:2000767),1/14,0.9816682785344256,0.999996465739109,0,0,0.2325966765266141,0.0043034640735413,PKM
GO_Biological_Process_2023,Ribosomal Large Subunit Assembly (GO:0000027),2/22,0.984575967915625,0.999996465739109,0,0,0.3022956101490133,0.0046989494459088,RPL5;RPL11
GO_Biological_Process_2023,Carbohydrate Catabolic Process (GO:0016052),5/41,0.9861004297297008,0.999996465739109,0,0,0.4196610473056171,0.0058740266739614,LDHA;PKM;PGK1;ENO1;GAPDH
GO_Biological_Process_2023,Folic Acid-Containing Compound Metabolic Process (GO:0006760),1/15,0.9862245420183796,0.999996465739109,0,0,0.2159682475768644,0.0029957430890469,MTHFD2
GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229),1/15,0.9862245420183796,0.999996465739109,0,0,0.2159682475768644,0.0029957430890469,RPS3
GO_Biological_Process_2023,Positive Regulation Of Sprouting Angiogenesis (GO:1903672),1/15,0.9862245420183796,0.999996465739109,0,0,0.2159682475768644,0.0029957430890469,PKM
GO_Biological_Process_2023,Regulation Of Monocyte Differentiation (GO:0045655),1/15,0.9862245420183796,0.999996465739109,0,0,0.2159682475768644,0.0029957430890469,MYC
GO_Biological_Process_2023,Midbody Abscission (GO:0061952),1/15,0.9862245420183796,0.999996465739109,0,0,0.2159682475768644,0.0029957430890469,KIF20A
GO_Biological_Process_2023,Apoptotic Nuclear Changes (GO:0030262),1/16,0.989648391987436,0.999996465739109,0,0,0.2015569424870814,0.002097312565455,TOP2A
GO_Biological_Process_2023,Regulation Of Plasminogen Activation (GO:0010755),1/16,0.989648391987436,0.999996465739109,0,0,0.2015569424870814,0.002097312565455,ENO1
GO_Biological_Process_2023,ERK1 And ERK2 Cascade (GO:0070371),2/24,0.99059537612469,0.999996465739109,0,0,0.2747775784424999,0.0025964081230919,MYC;CDK1
GO_Biological_Process_2023,Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751),2/24,0.99059537612469,0.999996465739109,0,0,0.2747775784424999,0.0025964081230919,CCNB1;CDK1
GO_Biological_Process_2023,Negative Regulation Of Fibroblast Proliferation (GO:0048147),1/17,0.9922212330542332,0.999996465739109,0,0,0.1889470505335212,0.001475521409074,MYC
GO_Biological_Process_2023,DNA Biosynthetic Process (GO:0071897),1/17,0.9922212330542332,0.999996465739109,0,0,0.1889470505335212,0.001475521409074,TYMS
GO_Biological_Process_2023,Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000),1/17,0.9922212330542332,0.999996465739109,0,0,0.1889470505335212,0.001475521409074,DHFR
GO_Biological_Process_2023,Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045091),1/17,0.9922212330542332,0.999996465739109,0,0,0.1889470505335212,0.001475521409074,TOP2A
GO_Biological_Process_2023,Diol Biosynthetic Process (GO:0034312),1/17,0.9922212330542332,0.999996465739109,0,0,0.1889470505335212,0.001475521409074,DHFR
GO_Biological_Process_2023,Ribosomal Small Subunit Assembly (GO:0000028),1/17,0.9922212330542332,0.999996465739109,0,0,0.1889470505335212,0.001475521409074,RPS14
GO_Biological_Process_2023,Ureteric Bud Morphogenesis (GO:0060675),1/18,0.9941545512362616,0.999996465739109,0,0,0.1778206752803799,0.0010424915390634,MYC
GO_Biological_Process_2023,Branching Involved In Ureteric Bud Morphogenesis (GO:0001658),1/18,0.9941545512362616,0.999996465739109,0,0,0.1778206752803799,0.0010424915390634,MYC
GO_Biological_Process_2023,"Protein Localization To Chromosome, Centromeric Region (GO:0071459)",1/18,0.9941545512362616,0.999996465739109,0,0,0.1778206752803799,0.0010424915390634,CDK1
GO_Biological_Process_2023,Mitotic Cytokinetic Process (GO:1902410),1/18,0.9941545512362616,0.999996465739109,0,0,0.1778206752803799,0.0010424915390634,KIF20A
GO_Biological_Process_2023,Response To Axon Injury (GO:0048678),1/18,0.9941545512362616,0.999996465739109,0,0,0.1778206752803799,0.0010424915390634,DHFR
GO_Biological_Process_2023,Response To Organophosphorus (GO:0046683),1/18,0.9941545512362616,0.999996465739109,0,0,0.1778206752803799,0.0010424915390634,TYMS
GO_Biological_Process_2023,Neuron Apoptotic Process (GO:0051402),1/19,0.995607284052668,0.999996465739109,0,0,0.1679305639442543,0.0007392962168268662,GAPDH
GO_Biological_Process_2023,Nucleotide Biosynthetic Process (GO:0009165),1/19,0.995607284052668,0.999996465739109,0,0,0.1679305639442543,0.0007392962168268662,RRM2
GO_Biological_Process_2023,Positive Regulation Of Activated T Cell Proliferation (GO:0042104),1/19,0.995607284052668,0.999996465739109,0,0,0.1679305639442543,0.0007392962168268662,RPS3
GO_Biological_Process_2023,Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),3/35,0.9964768800347232,0.999996465739109,0,0,0.2832326283987915,0.0009996244621814092,CCNB1;CENPF;CDK1
GO_Biological_Process_2023,Positive Regulation Of Protein Processing (GO:0010954),1/20,0.9966988749565238,0.999996465739109,0,0,0.1590815169592998,0.0005260166814845837,ENO1
GO_Biological_Process_2023,protein-DNA Complex Disassembly (GO:0032986),1/20,0.9966988749565238,0.999996465739109,0,0,0.1590815169592998,0.0005260166814845837,MYC
GO_Biological_Process_2023,Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857),1/20,0.9966988749565238,0.999996465739109,0,0,0.1590815169592998,0.0005260166814845837,RPS3
GO_Biological_Process_2023,TOR Signaling (GO:0031929),2/29,0.9973299364745748,0.999996465739109,0,0,0.2238182604674751,0.0005984082235755765,RPS6;EIF4EBP1
GO_Biological_Process_2023,Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145),1/21,0.9975190858764844,0.999996465739109,0,0,0.1511173746728407,0.0003753750585499097,UBE2C
GO_Biological_Process_2023,Pyruvate Metabolic Process (GO:0006090),5/50,0.9977462813926004,0.999996465739109,0,0,0.3355273468108447,0.0007570376204782728,LDHA;PKM;PGK1;ENO1;GAPDH
GO_Biological_Process_2023,Response To Gamma Radiation (GO:0010332),1/22,0.9981353719682092,0.999996465739109,0,0,0.1439117221279492,0.0002685923214625356,MYC
GO_Biological_Process_2023,G2/M Transition Of Mitotic Cell Cycle (GO:0000086),3/38,0.9982583943244108,0.999996465739109,0,0,0.2589037548554165,0.0004513013575634445,CCNB1;CDK1;AURKA
GO_Biological_Process_2023,Regulation Of Centrosome Cycle (GO:0046605),1/23,0.998598423905276,0.999996465739109,0,0,0.1373611289053205,0.00019265711798388085,AURKA
